word,happiness_average,happiness_rank,happiness_standard_deviation
naive,4.37,8805,1.9006
querer,4.37,8806,1.4676
shack,4.36,8807,1.4054
@jonasbrothers,4.36,8808,1.7468
billings,4.36,8809,1.3667
consequence,4.36,8810,1.3211
custody,4.36,8811,1.6995
dang,4.36,8812,1.4251
divided,4.36,8813,1.2739
division,4.36,8814,1.2898
duh,4.36,8815,1.2415
end,4.36,8816,1.7351
grease,4.36,8817,1.3365
hide,4.36,8818,1.4107
irregular,4.36,8819,1.5221
juvenile,4.36,8820,1.8818
morn,4.36,8821,1.6258
needle,4.36,8822,1.8268
operations,4.36,8823,1.77
pulling,4.36,8824,1.3962
reducing,4.36,8825,1.4813
sharply,4.36,8826,1.6383
strange,4.36,8827,1.7468
tease,4.36,8828,2.0875
burnin,4.35,8829,1.7319
strictly,4.35,8830,1.7625
storms,4.34,8831,1.9812
adios,4.34,8832,1.7215
arent,4.34,8833,1.1359
blown,4.34,8834,1.394
burst,4.34,8835,1.996
congress,4.34,8836,1.7567
ditch,4.34,8837,1.5467
droppin,4.34,8838,1.3644
faded,4.34,8839,1.3188
hiding,4.34,8840,1.2875
ho,4.34,8841,1.9337
hurry,4.34,8842,1.5201
icy,4.34,8843,1.8473
loud,4.34,8844,1.8802
replaced,4.34,8845,1.493
ripping,4.34,8846,1.6113
shook,4.34,8847,1.423
vampire,4.34,8848,2.1152
hesitate,4.33,8849,1.2481
cease,4.32,8850,1.3768
communist,4.32,8851,1.7431
eff,4.32,8852,1.5706
fbi,4.32,8853,1.4061
gop,4.32,8854,1.2196
howling,4.32,8855,1.8344
hunt,4.32,8856,1.984
reduced,4.32,8857,1.5836
scattered,4.32,8858,1.3468
separate,4.32,8859,1.5576
slowly,4.32,8860,1.4348
surgical,4.32,8861,2.0448
tripping,4.32,8862,1.8674
waited,4.32,8863,1.6092
yikes,4.32,8864,1.6343
bias,4.31,8865,1.7278
blunt,4.31,8866,1.5181
shaking,4.31,8867,1.7523
din,4.31,8868,1.3261
smack,4.31,8869,2.0021
affected,4.3,8870,1.3887
brokerage,4.3,8871,1.8323
drop,4.3,8872,1.1995
formerly,4.3,8873,1.2495
gore,4.3,8874,1.8654
guards,4.3,8875,1.7173
hadn't,4.3,8876,1.2164
ich,4.3,8877,1.5811
iran,4.3,8878,1.632
legislation,4.3,8879,1.5551
monday,4.3,8880,1.8871
muslims,4.3,8881,1.3887
naw,4.3,8882,1.165
pit,4.3,8883,1.0152
sneak,4.3,8884,1.5419
so-called,4.3,8885,1.2657
sudden,4.3,8886,1.3132
sue,4.3,8887,2.1595
tick,4.3,8888,1.7053
rowdy,4.29,8889,2.0417
slippin,4.29,8890,1.713
chased,4.29,8891,1.633
divide,4.29,8892,1.4577
leavin,4.29,8893,1.4434
mortal,4.29,8894,2.031
rebellion,4.29,8895,1.6833
aged,4.28,8896,1.8521
aids,4.28,8897,2.3477
bieber,4.28,8898,1.011
fooling,4.28,8899,1.5124
guerrillas,4.28,8900,2.0004
idk,4.28,8901,1.7028
il,4.28,8902,1.2784
jury,4.28,8903,1.3407
nor,4.28,8904,1.1959
petroleum,4.28,8905,1.6293
pimpin,4.28,8906,2.1575
rules,4.28,8907,1.2296
spider,4.28,8908,2.0004
swore,4.28,8909,1.5784
taken,4.28,8910,1.4714
tests,4.28,8911,1.6787
wasn't,4.28,8912,1.1436
moan,4.27,8913,2.2288
warn,4.27,8914,1.7173
@justinbieber,4.26,8915,1.7001
blows,4.26,8916,1.7591
defendants,4.26,8917,1.482
fck,4.26,8918,1.7821
fires,4.26,8919,1.7357
intervention,4.26,8920,1.482
lawyers,4.26,8921,1.8715
non,4.26,8922,1.2747
outlaw,4.26,8923,1.7001
owing,4.26,8924,1.9463
sht,4.26,8925,1.2257
split,4.26,8926,1.4957
storm,4.26,8927,2.0082
concerning,4.24,8928,1.6898
contrary,4.24,8929,1.5211
4am,4.24,8930,1.546
bah,4.24,8931,1.1877
barely,4.24,8932,1.5722
but,4.24,8933,1.1528
courts,4.24,8934,1.4647
kanye,4.24,8935,1.685
lower,4.24,8936,1.0797
minority,4.24,8937,1.546
orders,4.24,8938,1.4786
pounding,4.24,8939,2.026
protests,4.24,8940,1.6358
psychiatric,4.24,8941,1.3334
questioned,4.24,8942,1.2707
raw,4.24,8943,1.2867
rebels,4.24,8944,1.5059
sag,4.24,8945,1.318
shoulda,4.24,8946,1.1704
smash,4.24,8947,1.5722
spy,4.24,8948,1.7677
stern,4.24,8949,1.3637
stray,4.24,8950,1.8245
swear,4.24,8951,1.6233
unless,4.24,8952,1.0012
worn,4.23,8953,1.0962
dues,4.22,8954,1.3581
freaks,4.22,8955,2.0028
#iranelection,4.22,8956,1.3746
away,4.22,8957,1.2664
backwards,4.22,8958,1.3746
beware,4.22,8959,1.6695
blast,4.22,8960,2.1217
breakin,4.22,8961,1.4748
bush's,4.22,8962,1.5158
calories,4.22,8963,1.6817
cold,4.22,8964,1.7761
concerned,4.22,8965,1.6573
due,4.22,8966,1.5022
grind,4.22,8967,1.3746
iranian,4.22,8968,1.148
labor,4.22,8969,1.6199
limit,4.22,8970,1.3138
limited,4.22,8971,1.1657
loan,4.22,8972,1.4039
mutha,4.22,8973,1.5292
python,4.22,8974,1.799
republicans,4.22,8975,1.9722
scratch,4.22,8976,1.3746
veto,4.22,8977,1.4039
waitin,4.22,8978,1.3445
wtf,4.22,8979,1.7761
waar,4.21,8980,1.2876
beat,4.2,8981,1.9795
blah,4.2,8982,1.6288
darn,4.2,8983,1.5119
default,4.2,8984,1.4708
dnt,4.2,8985,1.3401
expenditure,4.2,8986,1.5908
exposed,4.2,8987,1.4428
grrr,4.2,8988,1.4708
legislators,4.2,8989,1.8844
levy,4.2,8990,1.3851
lone,4.2,8991,1.5649
mccain,4.2,8992,1.7843
periods,4.2,8993,1.6537
politically,4.2,8994,1.3702
pow,4.2,8995,1.3553
prosecutors,4.2,8996,1.5908
screw,4.2,8997,1.8516
uh,4.2,8998,1.3851
verdict,4.2,8999,1.6537
weird,4.2,9000,1.3553
whips,4.2,9001,1.906
underlying,4.19,9002,1.3128
objection,4.18,9003,1.4673
arsenal,4.18,9004,1.8371
boss,4.18,9005,1.5868
capture,4.18,9006,1.6986
chemical,4.18,9007,1.3952
dis,4.18,9008,1.3506
ex,4.18,9009,1.3045
exam,4.18,9010,1.5609
explode,4.18,9011,1.9763
forces,4.18,9012,1.5868
grr,4.18,9013,1.6374
porn,4.18,9014,2.4302
prey,4.18,9015,1.9968
reduce,4.18,9016,1.2567
smells,4.18,9017,1.5868
unpublished,4.18,9018,1.3045
warcraft,4.18,9019,1.7106
implications,4.17,9020,1.2392
uptight,4.17,9021,1.9278
acute,4.16,9022,1.7719
blades,4.16,9023,1.6751
astray,4.16,9024,1.4337
bash,4.16,9025,1.9416
chop,4.16,9026,1.4479
clinic,4.16,9027,1.6458
froze,4.16,9028,1.4194
gambling,4.16,9029,1.9935
heat,4.16,9030,1.8223
nowhere,4.16,9031,1.2675
palin,4.16,9032,2.151
sigh,4.16,9033,1.8223
stranger,4.16,9034,0.9553
strangers,4.16,9035,1.7538
sucking,4.16,9036,1.7304
sweat,4.16,9037,1.3903
vice,4.16,9038,1.6946
crowd,4.14,9039,1.5388
demand,4.14,9040,1.4144
drag,4.14,9041,1.4287
fuck,4.14,9042,2.5794
havent,4.14,9043,1.3554
minimum,4.14,9044,1.2779
pee,4.14,9045,1.5254
pirates,4.14,9046,2.119
pushing,4.14,9047,1.325
shark,4.14,9048,1.9167
ripped,4.13,9049,1.805
strict,4.13,9050,1.7646
decrease,4.12,9051,1.5523
drain,4.12,9052,1.282
messing,4.12,9053,1.6283
renal,4.12,9054,1.3171
5am,4.12,9055,1.9021
aren't,4.12,9056,1.2879
attorney,4.12,9057,1.3037
bother,4.12,9058,1.6243
fuss,4.12,9059,1.7802
hittin,4.12,9060,1.686
negro,4.12,9061,1.6616
nonsense,4.12,9062,1.599
nope,4.12,9063,1.3797
political,4.12,9064,1.5205
reductions,4.12,9065,1.698
rush,4.12,9066,1.3649
shallow,4.12,9067,1.5732
taxpayers,4.12,9068,1.5205
twisted,4.12,9069,1.6738
blunts,4.11,9070,1.2551
abyss,4.1,9071,1.7108
lesser,4.1,9072,1.2949
liability,4.1,9073,1.6863
murda,4.1,9074,1.6863
conviction,4.1,9075,1.9404
cost,4.1,9076,1.4033
demanded,4.1,9077,1.5682
enforcement,4.1,9078,1.4178
erase,4.1,9079,1.4743
freaking,4.1,9080,1.8434
hard,4.1,9081,1.3887
heavy,4.1,9082,1.4178
hunting,4.1,9083,2.0127
laundry,4.1,9084,1.6568
less,4.1,9085,1.2495
numb,4.1,9086,1.632
pills,4.1,9087,1.6067
pushed,4.1,9088,1.4743
rid,4.1,9089,1.4178
sacrifice,4.1,9090,2.1309
takeover,4.1,9091,1.632
wack,4.1,9092,1.1112
ego,4.08,9093,1.5524
rumors,4.08,9094,1.9455
servant,4.08,9095,1.3668
weary,4.08,9096,1.6181
conservatives,4.08,9097,1.9984
crumble,4.08,9098,1.7243
cutting,4.08,9099,1.3974
fallin,4.08,9100,1.6517
freeze,4.08,9101,1.8609
hung,4.08,9102,1.6268
knife,4.08,9103,1.3974
plea,4.08,9104,1.2262
stopping,4.08,9105,1.3974
surrender,4.08,9106,1.6762
temper,4.08,9107,1.7939
wont,4.08,9108,1.0467
cardiac,4.06,9109,1.7249
fading,4.06,9110,1.265
blinding,4.06,9111,1.671
concerns,4.06,9112,1.5572
flushing,4.06,9113,1.4902
haiti,4.06,9114,2.2077
kurupt,4.06,9115,1.5308
mondays,4.06,9116,1.7775
prosecutor,4.06,9117,1.6587
sour,4.06,9118,1.5039
test,4.06,9119,1.4057
toll,4.06,9120,1.0956
unfollow,4.06,9121,1.0577
collide,4.04,9122,1.713
fade,4.04,9123,1.3064
needles,4.04,9124,1.9891
chemicals,4.04,9125,1.6777
colder,4.04,9126,1.9583
concern,4.04,9127,1.6157
discharge,4.04,9128,1.7838
dominated,4.04,9129,1.5248
fall,4.04,9130,1.9687
hollow,4.04,9131,1.4422
hospice,4.04,9132,1.8401
hunter,4.04,9133,1.7608
imposed,4.04,9134,1.1773
reduction,4.04,9135,1.293
shootin,4.04,9136,2.1942
spittin,4.04,9137,2.0098
unknown,4.04,9138,1.5113
unlike,4.04,9139,1.4136
welt,4.04,9140,1.6283
worm,4.04,9141,1.6655
rust,4.02,9142,1.6307
distant,4.02,9143,1.5342
affair,4.02,9144,1.8349
aint,4.02,9145,1.4356
block,4.02,9146,1.4213
consequences,4.02,9147,1.3169
dropping,4.02,9148,1.0971
ending,4.02,9149,1.4213
goodbyes,4.02,9150,1.9005
hasn't,4.02,9151,1.1865
imprecisely,4.02,9152,1.505
incident,4.02,9153,1.3923
investigation,4.02,9154,1.4776
off,4.02,9155,1.3013
strife,4.02,9156,1.8349
strikes,4.02,9157,1.3626
weren't,4.02,9158,1.1516
ain't,4.0,9159,1.2778
alleged,4.0,9160,1.7496
arafat,4.0,9161,1.5518
bum,4.0,9162,1.7261
ceased,4.0,9163,1.4428
cracks,4.0,9164,1.3553
creeping,4.0,9165,1.4577
defensive,4.0,9166,1.5253
didn't,4.0,9167,1.2936
didnt,4.0,9168,1.2454
downs,4.0,9169,1.7143
force,4.0,9170,1.6903
least,4.0,9171,1.069
limits,4.0,9172,1.1952
racial,4.0,9173,1.7261
ridiculous,4.0,9174,1.7957
rip,4.0,9175,1.5518
roughly,4.0,9176,1.2122
twit,4.0,9177,1.7613
zombies,4.0,9178,2.3733
accidentally,3.98,9179,1.237
avoided,3.98,9180,1.5185
bite,3.98,9181,1.7201
breaking,3.98,9182,1.4913
demands,3.98,9183,1.3169
diagnosis,3.98,9184,1.8897
fled,3.98,9185,1.1692
hardly,3.98,9186,1.2534
humidity,3.98,9187,1.6962
isnt,3.98,9188,1.2696
old,3.98,9189,1.7553
punks,3.98,9190,1.9742
terminal,3.98,9191,2.0353
ruins,3.98,9192,1.7617
cracked,3.98,9193,1.9295
slam,3.98,9194,1.6351
argh,3.96,9195,1.428
bang,3.96,9196,1.4841
bye,3.96,9197,1.4978
closing,3.96,9198,1.0872
dagger,3.96,9199,1.3242
expense,3.96,9200,1.2447
fists,3.96,9201,1.6532
iraqi,3.96,9202,1.3991
loose,3.96,9203,1.6532
minus,3.96,9204,1.4978
slugs,3.96,9205,1.6408
strike,3.96,9206,1.3547
tough,3.96,9207,1.4136
trial,3.96,9208,1.6898
unclear,3.96,9209,1.428
killa,3.96,9210,1.9045
skull,3.96,9211,1.6325
charges,3.94,9212,1.5308
darker,3.94,9213,1.8996
erroneously,3.94,9214,1.5174
mess,3.94,9215,1.5703
pakistan,3.94,9216,1.1502
reluctant,3.94,9217,1.3763
slumdog,3.94,9218,1.7775
strapped,3.94,9219,1.544
dizzy,3.94,9220,1.7249
executed,3.94,9221,2.2023
honky,3.94,9222,2.0567
homework,3.92,9223,1.8165
nixon,3.92,9224,1.7361
omitted,3.92,9225,1.2095
stained,3.92,9226,1.8277
ughh,3.92,9227,1.3068
jaded,3.92,9228,1.6563
dusty,3.92,9229,1.699
absent,3.9,9230,1.2657
alarm,3.9,9231,1.6568
artificial,3.9,9232,1.5682
defendant,3.9,9233,1.632
dim,3.9,9234,1.3439
doesnt,3.9,9235,1.3887
impose,3.9,9236,1.1294
iraq,3.9,9237,1.6568
issues,3.9,9238,1.374
killas,3.9,9239,1.8434
misses,3.9,9240,1.374
neediest,3.9,9241,1.5682
nothing,3.9,9242,1.2817
opponent,3.9,9243,1.5419
quit,3.9,9244,1.4604
slipping,3.9,9245,1.4463
stop,3.9,9246,1.3439
bald,3.9,9247,1.9284
begged,3.9,9248,1.6739
dropped,3.88,9249,1.0029
drunk,3.88,9250,2.2464
mortgage,3.88,9251,1.9445
nooo,3.88,9252,1.3797
shout,3.88,9253,1.3797
artillery,3.88,9254,1.5361
goddamn,3.88,9255,2.1759
rags,3.88,9256,1.5361
restless,3.88,9257,1.7033
uncertain,3.88,9258,1.1481
fiends,3.88,9259,1.9199
ass,3.86,9260,1.8627
farewell,3.86,9261,2.1286
fuckin,3.86,9262,2.7405
hang,3.86,9263,1.325
not,3.86,9264,1.2938
sanctions,3.86,9265,1.7844
stopped,3.86,9266,1.2291
subjected,3.86,9267,1.3999
tremble,3.86,9268,1.7263
voodoo,3.86,9269,2.0405
wouldnt,3.86,9270,1.1068
slipped,3.86,9271,1.5811
mold,3.85,9272,1.7982
shiver,3.85,9273,1.4874
allegations,3.84,9274,1.4479
armed,3.84,9275,1.8556
ended,3.84,9276,1.4479
excuses,3.84,9277,1.5167
gripe,3.84,9278,1.8666
lawyer,3.84,9279,1.4194
messed,3.84,9280,1.3149
none,3.84,9281,1.4896
offline,3.84,9282,1.0759
pleaded,3.84,9283,1.3756
rent,3.84,9284,1.4758
shouldn't,3.84,9285,0.8172
snatch,3.84,9286,1.6333
ghosts,3.84,9287,1.9827
hatin,3.84,9288,1.5458
fragile,3.83,9289,1.3262
baddest,3.82,9290,2.0172
blood,3.82,9291,1.7922
creep,3.82,9292,1.6123
dark,3.82,9293,1.4097
darkness,3.82,9294,1.8702
eliminate,3.82,9295,1.746
forgetting,3.82,9296,1.4097
gang,3.82,9297,2.1824
hanging,3.82,9298,1.7225
hardest,3.82,9299,1.6249
haven't,3.82,9300,1.2567
junk,3.82,9301,1.3354
loans,3.82,9302,1.2728
oppose,3.82,9303,1.4384
slip,3.82,9304,1.2887
sos,3.82,9305,1.7343
thirst,3.82,9306,1.7225
erased,3.82,9307,1.5093
vain,3.82,9308,1.7874
fades,3.81,9309,1.0762
aggressive,3.8,9310,1.5779
costs,3.8,9311,1.4428
critics,3.8,9312,1.6782
fire,3.8,9313,1.5779
fist,3.8,9314,1.2454
interment,3.8,9315,1.8295
ow,3.8,9316,1.3702
pale,3.8,9317,1.088
protesters,3.8,9318,1.6903
witch,3.8,9319,2.0898
chronic,3.79,9320,1.9236
thirsty,3.79,9321,1.458
thorns,3.79,9322,1.6753
sink,3.79,9323,1.6008
battles,3.78,9324,2.003
bugs,3.78,9325,1.5158
court,3.78,9326,1.799
ends,3.78,9327,1.4886
exams,3.78,9328,1.6573
predeceased,3.78,9329,1.6199
risks,3.78,9330,1.7646
rusty,3.78,9331,1.4609
slow,3.78,9332,1.1119
wouldn't,3.78,9333,1.148
bothered,3.78,9334,1.5311
unnecessary,3.78,9335,1.5581
nothings,3.76,9336,1.7677
resigned,3.76,9337,1.5851
symptoms,3.76,9338,1.3933
yell,3.76,9339,1.7209
gutter,3.76,9340,1.7143
hangs,3.76,9341,1.6774
void,3.76,9342,1.422
bailout,3.74,9343,1.6759
boo,3.74,9344,1.7591
critic's,3.74,9345,1.4682
denying,3.74,9346,1.4682
last,3.74,9347,1.2586
noise,3.74,9348,1.3063
obsession,3.74,9349,1.1214
reckless,3.74,9350,1.9146
shove,3.74,9351,1.7357
stomp,3.74,9352,1.4682
wait,3.74,9353,1.209
sucka,3.74,9354,1.7704
pimp,3.73,9355,2.1581
stranded,3.73,9356,1.8905
tearing,3.73,9357,1.3811
strain,3.73,9358,1.8071
crack,3.72,9359,1.4434
fewer,3.72,9360,1.1256
gross,3.72,9361,1.4852
kick,3.72,9362,1.5524
oops,3.72,9363,1.4852
operation,3.72,9364,1.6041
removed,3.72,9365,1.3856
withdrawal,3.72,9366,1.841
crowded,3.71,9367,2.0514
lacking,3.71,9368,1.633
revenge,3.71,9369,2.3363
foolish,3.7,9370,1.6929
con,3.7,9371,1.1473
crooked,3.7,9372,1.6067
demanding,3.7,9373,1.6194
dirt,3.7,9374,1.5286
don't,3.7,9375,1.0926
dont,3.7,9376,1.0738
goodbye,3.7,9377,1.8323
locked,3.7,9378,1.2657
remove,3.7,9379,1.1995
sentenced,3.7,9380,1.6568
wasnt,3.7,9381,1.0546
won't,3.7,9382,1.1112
abnormal,3.69,9383,1.6734
hustler,3.69,9384,1.7644
controversy,3.68,9385,1.7431
disagree,3.68,9386,1.2526
fees,3.68,9387,1.5043
hitting,3.68,9388,1.7431
kicking,3.68,9389,1.6218
mean,3.68,9390,1.9213
missed,3.68,9391,1.2362
rival,3.68,9392,1.5043
sucker,3.68,9393,1.9529
waiting,3.68,9394,1.2362
wrath,3.68,9395,1.9737
plead,3.67,9396,1.4052
closed,3.66,9397,1.5986
deadline,3.66,9398,1.1537
down,3.66,9399,1.5598
low,3.66,9400,1.1178
messy,3.66,9401,1.1886
outdated,3.66,9402,1.1713
patients,3.66,9403,1.4086
pressure,3.66,9404,1.5467
snitch,3.66,9405,1.6489
sorry,3.66,9406,1.7567
stuck,3.66,9407,1.1178
anti,3.65,9408,1.5214
complications,3.65,9409,1.8206
disappear,3.65,9410,1.6273
snakes,3.65,9411,2.0872
lesions,3.65,9412,1.8961
bill,3.64,9413,1.77
blocked,3.64,9414,1.4535
bore,3.64,9415,1.5877
cuts,3.64,9416,1.3962
darkest,3.64,9417,2.1166
delete,3.64,9418,1.4813
ghost,3.64,9419,2.0777
miss,3.64,9420,1.6258
nobody,3.64,9421,1.2415
nothin,3.64,9422,1.6507
shocked,3.64,9423,1.3211
swine,3.64,9424,1.8379
uncertainty,3.64,9425,1.0451
fooled,3.63,9426,1.7992
awkward,3.62,9427,1.3981
baghdad,3.62,9428,1.9048
begging,3.62,9429,1.9472
brat,3.62,9430,1.7484
doesn't,3.62,9431,1.1045
haunt,3.62,9432,1.6399
hussein,3.62,9433,1.8724
incompletely,3.62,9434,1.6769
limitations,3.62,9435,1.3536
risk,3.62,9436,1.6399
tore,3.62,9437,1.6523
bacteria,3.61,9438,1.9771
crude,3.6,9439,1.4428
dust,3.6,9440,1.1606
falls,3.6,9441,1.8952
flies,3.6,9442,1.6782
indicted,3.6,9443,1.8626
madness,3.6,9444,1.8183
mistaken,3.6,9445,1.4286
shattered,3.6,9446,1.6903
suspects,3.6,9447,1.1952
acid,3.59,9448,1.5535
pistol,3.59,9449,1.8953
decreased,3.58,9450,1.3966
absence,3.58,9451,1.0708
couldnt,3.58,9452,1.1265
excluded,3.58,9453,1.5398
gossip,3.58,9454,1.9282
leaving,3.58,9455,1.2792
punch,3.58,9456,1.7967
shotgun,3.58,9457,1.8745
sirens,3.58,9458,1.4995
restricted,3.57,9459,1.5143
darkened,3.57,9460,1.599
slut,3.57,9461,2.63
servants,3.56,9462,1.6999
afghanistan,3.56,9463,1.7861
confrontation,3.56,9464,1.6922
confusing,3.56,9465,0.9723
denial,3.56,9466,1.6433
empty,3.56,9467,1.6308
fucked,3.56,9468,2.7117
gloom,3.56,9469,2.1205
misidentified,3.56,9470,1.402
mob,3.56,9471,1.8644
offense,3.56,9472,1.5274
piss,3.56,9473,1.728
protest,3.56,9474,1.4591
runaway,3.56,9475,1.6801
shut,3.56,9476,1.0333
sorely,3.56,9477,1.2803
dire,3.55,9478,1.9902
stains,3.55,9479,1.4728
taxation,3.55,9480,1.8491
flee,3.54,9481,1.0907
haunted,3.54,9482,1.6368
bug,3.54,9483,1.3734
caught,3.54,9484,1.7867
chained,3.54,9485,1.9505
crushed,3.54,9486,1.6686
despise,3.54,9487,2.0325
dispute,3.54,9488,1.7286
expensive,3.54,9489,1.7637
forsaken,3.54,9490,1.94
hospitals,3.54,9491,1.5677
owe,3.54,9492,1.5147
poor's,3.54,9493,1.4172
rough,3.54,9494,1.4458
shock,3.54,9495,1.6189
slug,3.54,9496,1.3734
without,3.54,9497,1.1104
drunken,3.53,9498,2.0011
missin,3.53,9499,1.4157
separation,3.53,9500,1.8155
spite,3.53,9501,1.8269
addicted,3.52,9502,2.1019
apart,3.52,9503,1.3438
fallen,3.52,9504,1.4177
suspected,3.52,9505,1.1648
suspicion,3.52,9506,1.5016
teardrops,3.52,9507,1.729
tomb,3.52,9508,2.0428
ugh,3.52,9509,1.5016
warned,3.52,9510,1.313
untrue,3.51,9511,1.309
casket,3.5,9512,2.102
dope,3.5,9513,1.7053
foe,3.5,9514,1.7053
hospital,3.5,9515,1.6194
paranoid,3.5,9516,1.8434
snake,3.5,9517,1.669
struck,3.5,9518,1.4033
deficiency,3.49,9519,1.6971
pressures,3.49,9520,1.7574
cant,3.48,9521,1.111
inmates,3.48,9522,2.0227
no,3.48,9523,1.2974
opponents,3.48,9524,1.0925
opposition,3.48,9525,1.2329
sucked,3.48,9526,1.8543
tobacco,3.48,9527,2.1782
unlikely,3.48,9528,1.313
zombie,3.48,9529,1.821
screams,3.48,9530,2.042
sinking,3.48,9531,1.7503
swollen,3.48,9532,1.8334
deceive,3.47,9533,2.0114
monsters,3.47,9534,1.6845
urine,3.47,9535,1.6721
chaos,3.46,9536,1.7867
creepy,3.46,9537,1.6928
fee,3.46,9538,1.2969
insanity,3.46,9539,2.1779
isolated,3.46,9540,1.8206
late,3.46,9541,1.1643
misspelled,3.46,9542,1.3584
misstated,3.46,9543,1.0144
misunderstood,3.46,9544,1.7049
monster,3.46,9545,1.9189
refuse,3.46,9546,0.9304
shoot,3.46,9547,1.6686
sting,3.46,9548,1.7404
thorn,3.46,9549,1.5677
wreck,3.46,9550,1.7979
fright,3.45,9551,1.8378
radiation,3.45,9552,2.2827
stab,3.45,9553,2.1317
confined,3.44,9554,1.7398
delays,3.44,9555,1.1457
deny,3.44,9556,1.3874
fault,3.44,9557,1.2961
forgot,3.44,9558,1.4165
ghetto,3.44,9559,1.6922
litigation,3.44,9560,1.5928
poop,3.44,9561,1.7162
seized,3.44,9562,1.4591
zero,3.44,9563,1.6433
cage,3.44,9564,1.9776
disappeared,3.44,9565,1.7734
trap,3.44,9566,1.8324
diss,3.43,9567,1.8819
foes,3.43,9568,1.3229
smashed,3.42,9569,1.7443
anxious,3.42,9570,1.6671
can't,3.42,9571,0.9708
cut,3.42,9572,1.295
erroneous,3.42,9573,1.1968
gangsta,3.42,9574,1.8962
gone,3.42,9575,1.739
ignorant,3.42,9576,1.8745
invasion,3.42,9577,2.0212
lame,3.42,9578,1.4299
obsessed,3.42,9579,1.4721
raging,3.42,9580,1.6424
shatter,3.42,9581,1.8193
shouting,3.42,9582,1.6047
troubles,3.42,9583,2.1485
disturbed,3.41,9584,1.5932
zit,3.41,9585,1.6447
against,3.4,9586,1.2289
condolences,3.4,9587,1.8844
muthafucka,3.4,9588,2.1946
separated,3.4,9589,1.3248
struggle,3.4,9590,1.7496
whores,3.4,9591,2.2946
deception,3.39,9592,1.8007
stain,3.39,9593,1.3357
unconscious,3.39,9594,1.5113
delay,3.38,9595,1.3231
difficulty,3.38,9596,1.2271
discontinued,3.38,9597,1.4553
eliminated,3.38,9598,1.689
haunting,3.38,9599,1.7366
hungry,3.38,9600,1.9261
refused,3.38,9601,1.4553
wicked,3.38,9602,1.9472
blinded,3.37,9603,1.5771
hunger,3.37,9604,1.9968
torn,3.37,9605,1.4676
phony,3.36,9606,1.9137
argued,3.36,9607,1.4675
beast,3.36,9608,1.5221
bullet,3.36,9609,1.8043
busted,3.36,9610,1.3056
critic,3.36,9611,1.3211
dammit,3.36,9612,1.793
deleted,3.36,9613,1.4813
dentist,3.36,9614,1.6874
forbidden,3.36,9615,1.793
killin,3.36,9616,1.9458
syndrome,3.36,9617,1.0835
tornado,3.36,9618,1.8268
weapon,3.36,9619,1.663
emptiness,3.35,9620,1.9731
injection,3.35,9621,1.5776
burnt,3.34,9622,1.9337
complicated,3.34,9623,1.6977
crap,3.34,9624,1.6489
never,3.34,9625,1.239
politicians,3.34,9626,1.1359
tired,3.34,9627,1.1178
traffic,3.34,9628,1.6489
unfair,3.34,9629,2.0062
vulnerable,3.34,9630,1.5066
warning,3.34,9631,1.423
fucker,3.33,9632,2.2057
sinner,3.33,9633,1.8426
envy,3.33,9634,1.5463
whack,3.32,9635,1.4345
alone,3.32,9636,1.7313
bleeds,3.32,9637,1.812
cannot,3.32,9638,0.9781
confusion,3.32,9639,1.3619
couldn't,3.32,9640,1.1328
expenses,3.32,9641,1.3468
ignored,3.32,9642,1.5043
nigga,3.32,9643,2.0548
noose,3.32,9644,2.2172
opposed,3.32,9645,1.4061
restrictions,3.32,9646,0.957
scars,3.32,9647,1.7313
shots,3.32,9648,2.0146
savage,3.31,9649,1.9473
choke,3.31,9650,1.6858
cigarettes,3.31,9651,2.5997
doubts,3.3,9652,1.4321
fool,3.3,9653,1.2657
fury,3.3,9654,1.7757
lowest,3.3,9655,1.165
suckers,3.3,9656,1.7053
whip,3.3,9657,1.7409
helpless,3.29,9658,2.0207
rats,3.29,9659,1.893
conspiracy,3.28,9660,1.4574
crashing,3.28,9661,1.8848
falling,3.28,9662,1.5391
fools,3.28,9663,1.4003
lazy,3.28,9664,1.4574
nuclear,3.28,9665,1.7847
scar,3.28,9666,1.4574
suspicious,3.28,9667,1.3708
scarred,3.27,9668,2.0287
screamed,3.27,9669,1.6429
cough,3.26,9670,1.4957
damned,3.26,9671,1.9672
frown,3.24,9672,1.7504
pimps,3.24,9673,2.0466
vengeance,3.24,9674,1.9097
canceled,3.24,9675,1.5722
cavity,3.24,9676,1.8245
delayed,3.24,9677,1.1877
dull,3.24,9678,1.2216
fat,3.24,9679,1.8245
jerk,3.24,9680,1.3024
missile,3.24,9681,1.8905
remorse,3.24,9682,1.2707
rot,3.24,9683,1.6107
screwed,3.24,9684,1.6107
gangstas,3.23,9685,1.7963
captured,3.22,9686,1.6073
critical,3.22,9687,1.4748
fell,3.22,9688,1.4748
forget,3.22,9689,1.2824
freezing,3.22,9690,1.5556
ignore,3.22,9691,1.3746
losers,3.22,9692,1.8767
lynch,3.22,9693,2.1217
wasting,3.22,9694,1.4184
defect,3.21,9695,1.7005
frightened,3.2,9696,1.8594
combat,3.2,9697,1.6782
convicted,3.2,9698,1.7728
defeat,3.2,9699,1.9483
dirty,3.2,9700,1.5119
dread,3.2,9701,1.9483
drug,3.2,9702,2.0702
